TC2004_ID,NAME,TotalOfPremise,Comparison_Prop,Convenience_Prop,Leisure_Prop,Services_Prop,Vacant_Prop
TC0245,"Cape Hill, Smethwick",29,0.620689655,0.137931034,0.068965517,0.172413793,0
TC0246,Carcroft,3,0.333333333,0.333333333,0,0.333333333,0
TC0247,Cardiff,631,0.40570523,0.063391442,0.304278922,0.150554675,0.076069731
RC0119,Cardiff Retail Core,541,0.432532348,0.06284658,0.277264325,0.144177449,0.083179298
TC0248,Cardigan,23,0.434782609,0.043478261,0.130434783,0.347826087,0.043478261
RC0120,Cardigan Retail Core,21,0.476190476,0.047619048,0.047619048,0.380952381,0.047619048
TC0249,Carkeel,NA,NA,NA,NA,NA,NA
RC0121,Carkeel Retail Core,NA,NA,NA,NA,NA,NA
TC0250,Carlisle,544,0.358455882,0.051470588,0.226102941,0.275735294,0.088235294
RC0122,Carlisle Retail Core,410,0.417073171,0.063414634,0.16097561,0.265853659,0.092682927
TC0251,Carlton,3,0.333333333,0.666666667,0,0,0
TC0252,Carmarthen,284,0.457746479,0.052816901,0.183098592,0.26056338,0.045774648
RC0123,Carmarthen Retail Core,251,0.482071713,0.055776892,0.167330677,0.247011952,0.047808765
TC0253,Carnforth,1,0,0,0,1,0
TC0254,Carshalton,3,0.666666667,0,0.333333333,0,0
TC0255,Castleford,142,0.443661972,0.084507042,0.176056338,0.288732394,0.007042254
RC0124,Castleford Retail Core,104,0.509615385,0.086538462,0.105769231,0.298076923,0
TC0257,Caterham,126,0.380952381,0.047619048,0.182539683,0.341269841,0.047619048
RC0126,Caterham Retail Core,63,0.507936508,0.079365079,0.126984127,0.285714286,0
TC0258,Catford,131,0.213740458,0.152671756,0.312977099,0.297709924,0.022900763
RC0127,Catford Retail Core,77,0.25974026,0.155844156,0.233766234,0.324675325,0.025974026
TC0259,Caversham,15,0.4,0.2,0,0.4,0
TC0260,Central London,19964,0.325285514,0.070376678,0.360298537,0.177569625,0.066469645
TC0261,Chadderton,NA,NA,NA,NA,NA,NA
TC0262,Chalfont St. Peter,72,0.375,0.125,0.138888889,0.305555556,0.055555556
TC0263,Chandler's Ford,47,0.212765957,0.106382979,0.170212766,0.510638298,0
TC0265,"Chapeltown, Yorkshire",19,0.105263158,0.105263158,0.263157895,0.526315789,0
TC0266,Chard,92,0.358695652,0.141304348,0.206521739,0.260869565,0.032608696
RC0128,Chard Retail Core,38,0.447368421,0.184210526,0.078947368,0.236842105,0.052631579
TC0267,"Charlton Road, Greenwich",45,0.288888889,0.155555556,0.111111111,0.444444444,0
TC0268,Chatham,320,0.35625,0.075,0.24375,0.25625,0.06875
RC0129,Chatham Retail Core,236,0.406779661,0.06779661,0.207627119,0.271186441,0.046610169
TC0270,Cheadle Hulme,6,0.333333333,0.166666667,0,0.5,0
TC0271,"Cheadle, Greater Manchester",10,0.2,0,0.1,0.7,0
RC0130,"Cheadle, Greater Manchester Retail Core",4,0,0,0,1,0
TC0272,"Cheadle, Staffordshire Moorlands",10,0.5,0.2,0,0.3,0
TC0273,Cheam,101,0.346534653,0.04950495,0.198019802,0.346534653,0.059405941
TC0274,Cheetham,51,0.254901961,0.156862745,0.176470588,0.294117647,0.117647059
TC0275,Chelmsford,493,0.393509128,0.046653144,0.223123732,0.30020284,0.036511156
RC0131,Chelmsford Retail Core,378,0.444444444,0.03968254,0.19047619,0.283068783,0.042328042
TC0276,Chelmsley Wood,42,0.452380952,0.119047619,0.119047619,0.261904762,0.047619048
RC0132,Chelmsley Wood Retail Core,41,0.463414634,0.12195122,0.097560976,0.268292683,0.048780488
TC0277,Cheltenham,579,0.450777202,0.046632124,0.183074266,0.227979275,0.091537133
RC0133,Cheltenham Retail Core,445,0.469662921,0.04494382,0.17752809,0.206741573,0.101123596
TC0278,Chepstow,7,0.142857143,0.571428571,0,0.285714286,0
RC0134,Chepstow Retail Core,1,0,1,0,0,0
TC0279,Chertsey,83,0.265060241,0.084337349,0.240963855,0.34939759,0.060240964
TC0280,Chesham,141,0.361702128,0.078014184,0.163120567,0.340425532,0.056737589
RC0135,Chesham Retail Core,74,0.364864865,0.067567568,0.148648649,0.337837838,0.081081081
TC0281,Cheshunt,3,0.666666667,0.333333333,0,0,0
TC0282,Chester,633,0.443917852,0.05371248,0.224328594,0.20221169,0.075829384
RC0136,Chester Retail Core,511,0.489236791,0.054794521,0.189823875,0.195694716,0.070450098
TC0283,Chester Road,14,0.428571429,0.214285714,0.142857143,0.214285714,0
TC0284,Chesterfield,477,0.341719078,0.062893082,0.209643606,0.303983229,0.081761006
RC0137,Chesterfield Retail Core,376,0.375,0.074468085,0.17287234,0.289893617,0.087765957
TC0285,Chester-le-Street,233,0.309012876,0.120171674,0.17167382,0.347639485,0.051502146
RC0138,Chester-le-Street Retail Core,165,0.345454545,0.133333333,0.139393939,0.327272727,0.054545455
TC0286,Chichester,418,0.507177033,0.038277512,0.172248804,0.23923445,0.043062201
RC0139,Chichester Retail Core,281,0.565836299,0.042704626,0.106761566,0.227758007,0.056939502
TC0289,Chingford,112,0.366071429,0.098214286,0.178571429,0.3125,0.044642857
TC0290,Chingford Mount,127,0.338582677,0.11023622,0.196850394,0.307086614,0.047244094
TC0291,Chippenham,219,0.410958904,0.054794521,0.196347032,0.287671233,0.050228311
RC0140,Chippenham Retail Core,98,0.5,0.06122449,0.102040816,0.306122449,0.030612245
TC0292,Chipping Campden,NA,NA,NA,NA,NA,NA
TC0293,Chipping Norton,7,0.285714286,0.285714286,0.142857143,0.285714286,0
TC0295,Chislehurst,70,0.3,0.042857143,0.171428571,0.428571429,0.057142857
RC0141,Chiswick Retail Core,64,0.421875,0.03125,0.296875,0.25,0
TC0296,Chorley,71,0.478873239,0.112676056,0.070422535,0.323943662,0.014084507
RC0142,Chorley Retail Core,65,0.476923077,0.123076923,0.061538462,0.323076923,0.015384615
TC0298,Chorlton,107,0.271028037,0.102803738,0.242990654,0.271028037,0.112149533
TC0299,Christchurch,184,0.391304348,0.059782609,0.195652174,0.309782609,0.043478261
RC0143,Christchurch Retail Core,89,0.426966292,0.08988764,0.123595506,0.314606742,0.04494382
TC0300,"Church Road, Barnes",44,0.340909091,0.090909091,0.181818182,0.363636364,0.022727273
TC0301,"Church Street, Runcorn",50,0.26,0.16,0.18,0.4,0
TC0302,Church Stretton,NA,NA,NA,NA,NA,NA
TC0303,Cinderford,NA,NA,NA,NA,NA,NA
TC0304,Cirencester,223,0.520179372,0.058295964,0.143497758,0.237668161,0.040358744
RC0144,Cirencester Retail Core,182,0.527472527,0.054945055,0.142857143,0.230769231,0.043956044
TC0305,Clacton-on-Sea,238,0.407563025,0.105042017,0.218487395,0.24789916,0.021008403
RC0145,Clacton-on-Sea Retail Core,174,0.482758621,0.103448276,0.212643678,0.183908046,0.017241379
TC0306,Clapham,228,0.184210526,0.092105263,0.364035088,0.280701754,0.078947368
TC0307,Clapham Junction,492,0.345528455,0.083333333,0.25203252,0.260162602,0.058943089
RC0146,Clapham Junction Retail Core,142,0.436619718,0.091549296,0.232394366,0.204225352,0.035211268
TC0308,Clay Cross,4,0,0.25,0.5,0.25,0
TC0310,Cleckheaton,7,0.571428571,0,0,0.428571429,0
RC0147,Cleckheaton Retail Core,4,0.25,0,0,0.75,0
TC0311,Cleethorpes,7,0.142857143,0.142857143,0.285714286,0.428571429,0
TC0312,Cleethorpes South,2,0,0,0,1,0
TC0313,Clevedon,104,0.375,0.086538462,0.163461538,0.307692308,0.067307692
TC0314,Cleveleys,120,0.366666667,0.116666667,0.216666667,0.25,0.05
RC0148,Cleveleys Retail Core,54,0.407407407,0.185185185,0.148148148,0.222222222,0.037037037
TC0315,Clifton,173,0.427745665,0.092485549,0.219653179,0.167630058,0.092485549
TC0316,Clifton Moor Shopping Centre,97,0.855670103,0.041237113,0.103092784,0,0
RC0149,Clifton Retail Core,47,0.170212766,0.127659574,0.382978723,0.255319149,0.063829787
TC0317,"Cliftonville, Margate",119,0.319327731,0.050420168,0.176470588,0.31092437,0.142857143
TC0318,Clitheroe,8,0.25,0.5,0,0.25,0
RC0150,Clitheroe Retail Core,4,0,0.5,0,0.5,0
TC0319,Coalville,157,0.286624204,0.101910828,0.178343949,0.331210191,0.101910828
RC0151,Coalville Retail Core,80,0.3375,0.125,0.1,0.325,0.1125
TC0320,Cobham,107,0.476635514,0.056074766,0.093457944,0.317757009,0.056074766
TC0321,Cockermouth,10,0.2,0.4,0,0.4,0
RC0152,Cockermouth Retail Core,10,0.2,0.4,0,0.4,0
TC0322,Cockfosters,47,0.234042553,0.14893617,0.255319149,0.361702128,0
TC0323,Colchester,617,0.405186386,0.061588331,0.22528363,0.236628849,0.071312804
RC0153,Colchester Retail Core,508,0.433070866,0.049212598,0.204724409,0.234251969,0.078740157
TC0324,Coleford,NA,NA,NA,NA,NA,NA
TC0325,Coleshill,10,0.2,0.2,0,0.6,0
TC0326,Colindale,43,0.11627907,0.162790698,0.279069767,0.418604651,0.023255814
TC0327,Collier Row,71,0.23943662,0.112676056,0.211267606,0.366197183,0.070422535
TC0328,Colne,3,0.666666667,0,0,0.333333333,0
TC0329,Colwyn Bay,70,0.457142857,0.071428571,0.057142857,0.328571429,0.085714286
RC0154,Colwyn Bay Retail Core,53,0.509433962,0.075471698,0.056603774,0.283018868,0.075471698
RC0155,"Commercial Road, London Retail Core",67,0.417910448,0.149253731,0.149253731,0.149253731,0.134328358
TC0330,"Commercial Road, Parkstone",35,0.428571429,0.028571429,0.114285714,0.4,0.028571429
TC0331,Congleton,11,0.545454545,0.181818182,0,0.272727273,0
RC0156,Congleton Retail Core,9,0.555555556,0.222222222,0,0.222222222,0
TC0332,Consett,15,0.466666667,0.333333333,0,0.2,0
RC0158,Consett Retail Core,12,0.416666667,0.416666667,0,0.166666667,0
TC0333,Conwy,1,0,0,0,1,0
TC0334,Corbridge,NA,NA,NA,NA,NA,NA
TC0335,Corby,105,0.438095238,0.104761905,0.104761905,0.304761905,0.047619048
RC0159,Corby Retail Core,85,0.447058824,0.094117647,0.117647059,0.294117647,0.047058824
TC0336,Corringham,10,0.5,0.2,0.1,0.2,0
TC0337,Corsham,10,0.3,0,0.1,0.6,0
TC0338,Cosham,142,0.345070423,0.070422535,0.218309859,0.316901408,0.049295775
TC0339,Cottingham,11,0.454545455,0.090909091,0,0.454545455,0
TC0340,Coulby Newham,11,0.363636364,0.272727273,0,0.363636364,0
TC0341,Coulsdon,108,0.287037037,0.083333333,0.240740741,0.324074074,0.064814815
RC0160,Coulsdon Retail Core,44,0.386363636,0.045454545,0.181818182,0.318181818,0.068181818
TC0342,Coventry,500,0.354,0.088,0.216,0.256,0.086
RC0161,Coventry Retail Core,398,0.404522613,0.092964824,0.185929648,0.226130653,0.090452261
TC0343,Cowbridge,2,0.5,0,0,0.5,0
TC0344,"Cowbridge Road East, Cardiff",35,0.314285714,0.057142857,0.257142857,0.342857143,0.028571429
TC0345,Cowes,1,1,0,0,0,0
TC0346,Cowley,67,0.358208955,0.134328358,0.194029851,0.253731343,0.059701493
RC0162,Cowley Retail Core,39,0.358974359,0.076923077,0.179487179,0.307692308,0.076923077
TC0347,"Cowley Road, Oxford",136,0.308823529,0.095588235,0.389705882,0.161764706,0.044117647
TC0349,Cradley Heath,5,0.4,0.4,0.2,0,0
TC0350,Cramlington,26,0.384615385,0.153846154,0.115384615,0.307692308,0.038461538
RC0163,Cramlington Retail Core,24,0.375,0.166666667,0.083333333,0.333333333,0.041666667
TC0351,Cranbrook,3,0,0.333333333,0,0.666666667,0
TC0352,Cranleigh,9,0.333333333,0.111111111,0,0.555555556,0
TC0353,Crawley,320,0.45,0.05,0.184375,0.234375,0.08125
RC0165,Crawley Retail Core,270,0.488888889,0.055555556,0.151851852,0.237037037,0.066666667
TC0354,Crayford,55,0.327272727,0.127272727,0.218181818,0.272727273,0.054545455
TC0355,Crediton,NA,NA,NA,NA,NA,NA
TC0356,Crewe,213,0.431924883,0.075117371,0.169014085,0.258215962,0.0657277
RC0166,Crewe Retail Core,144,0.430555556,0.090277778,0.145833333,0.284722222,0.048611111
TC0357,Crewkerne,3,0,0,0,1,0
TC0358,Cribb's Causeway,104,0.807692308,0.048076923,0.057692308,0.067307692,0.019230769
RC0167,Cribb's Causeway Retail Core,104,0.807692308,0.048076923,0.057692308,0.067307692,0.019230769
TC0360,Cricklewood,141,0.191489362,0.19858156,0.283687943,0.290780142,0.035460993
TC0361,Cromer,4,0.25,0,0,0.75,0
TC0363,Crosby,25,0.28,0.24,0.04,0.44,0
TC0364,Crossgates,55,0.436363636,0.109090909,0.036363636,0.381818182,0.036363636
RC0168,Crossgates Retail Core,40,0.45,0.15,0.05,0.3,0.05
TC0365,Crouch End,212,0.344339623,0.108490566,0.245283019,0.268867925,0.033018868
RC0169,Crouch End Retail Core,96,0.322916667,0.104166667,0.208333333,0.291666667,0.072916667
TC0366,Crowborough,7,0.428571429,0.285714286,0,0.142857143,0.142857143
RC0170,Crowborough Retail Core,5,0.6,0.2,0,0,0.2
TC0367,Crowthorne,NA,NA,NA,NA,NA,NA
TC0368,Croydon,882,0.350340136,0.073696145,0.246031746,0.22675737,0.103174603
RC0171,Croydon Retail Core,513,0.463937622,0.074074074,0.185185185,0.18128655,0.095516569
TC0369,Crystal Peaks Centre,59,0.610169492,0.101694915,0.118644068,0.169491525,0
RC0172,Crystal Peaks Centre Retail Core,59,0.610169492,0.101694915,0.118644068,0.169491525,0
TC0370,Cullompton,3,0.333333333,0.333333333,0,0.333333333,0
TC0371,Cwmbran,161,0.52173913,0.062111801,0.149068323,0.260869565,0.00621118
RC0173,Cwmbran Retail Core,139,0.517985612,0.064748201,0.136690647,0.273381295,0.007194245
TC0372,Dagenham,76,0.289473684,0.118421053,0.184210526,0.381578947,0.026315789
RC0174,Dagenham Retail Core,44,0.318181818,0.136363636,0.181818182,0.318181818,0.045454545
TC0373,Dalston,259,0.362934363,0.131274131,0.208494208,0.231660232,0.065637066
RC0175,Dalston Retail Core,101,0.485148515,0.217821782,0.128712871,0.158415842,0.00990099
TC0375,Darlington,594,0.36026936,0.052188552,0.223905724,0.271043771,0.092592593
RC0176,Darlington Retail Core,391,0.414322251,0.063938619,0.20971867,0.232736573,0.079283887
TC0376,Darnall,7,0.285714286,0,0.142857143,0.571428571,0
TC0377,Dartford,274,0.291970803,0.076642336,0.222627737,0.295620438,0.113138686
RC0177,Dartford Retail Core,186,0.301075269,0.102150538,0.188172043,0.301075269,0.107526882
TC0378,Dartmouth,18,0.5,0.222222222,0.055555556,0.222222222,0
TC0379,Darwen,5,0.4,0,0.2,0.4,0
TC0380,Daventry,13,0.384615385,0,0,0.615384615,0
RC0179,Daventry Retail Core,13,0.384615385,0,0,0.615384615,0
TC0381,"Dawes Road, Fulham",16,0.4375,0.0625,0.1875,0.125,0.1875
TC0382,Dawley,6,0.333333333,0.166666667,0.333333333,0.166666667,0
TC0383,Deal,9,0.222222222,0.222222222,0.111111111,0.444444444,0
RC0180,Deal Retail Core,6,0.166666667,0.333333333,0,0.5,0
TC0384,Deeden,54,0.37037037,0.166666667,0.12962963,0.314814815,0.018518519
TC0385,Denbigh,1,0,0,0,0,1
TC0386,Denton,83,0.156626506,0.072289157,0.240963855,0.337349398,0.192771084
TC0387,Deptford,133,0.323308271,0.263157895,0.180451128,0.157894737,0.07518797
RC0181,Deptford Retail Core,56,0.410714286,0.285714286,0.160714286,0.071428571,0.071428571
TC0388,Derby,894,0.363534676,0.059284116,0.208053691,0.233780761,0.135346756
RC0182,Derby Retail Core,654,0.417431193,0.067278287,0.174311927,0.21559633,0.125382263
TC0389,Devizes,158,0.411392405,0.082278481,0.189873418,0.291139241,0.025316456
RC0183,Devizes Retail Core,113,0.380530973,0.10619469,0.159292035,0.327433628,0.026548673
TC0390,Dewsbury,142,0.422535211,0.070422535,0.190140845,0.295774648,0.021126761
RC0184,Dewsbury Retail Core,117,0.427350427,0.076923077,0.170940171,0.316239316,0.008547009
TC0391,Didcot,11,0.454545455,0.090909091,0.090909091,0.272727273,0.090909091
TC0392,Didsbury,94,0.223404255,0.127659574,0.287234043,0.340425532,0.021276596
TC0393,Diss,9,0.333333333,0.444444444,0,0.111111111,0.111111111
RC0186,Diss Retail Core,6,0.333333333,0.333333333,0,0.166666667,0.166666667
TC0394,"Ditton, Widnes",NA,NA,NA,NA,NA,NA
TC0395,Dolgellau,1,0,0,0,1,0
TC0396,Doncaster,759,0.321475626,0.061923584,0.216073781,0.252964427,0.147562582
TC0397,Doncaster Lakeside,1,1,0,0,0,0
RC0188,Doncaster Lakeside Retail Core,1,1,0,0,0,0
RC0189,Doncaster Retail Core,578,0.358131488,0.051903114,0.207612457,0.252595156,0.129757785
TC0398,Dorchester,284,0.433098592,0.056338028,0.197183099,0.271126761,0.042253521
RC0190,Dorchester Retail Core,222,0.490990991,0.063063063,0.175675676,0.238738739,0.031531532
TC0399,Dorking,252,0.432539683,0.051587302,0.186507937,0.226190476,0.103174603
RC0191,Dorking Retail Core,135,0.555555556,0.059259259,0.103703704,0.177777778,0.103703704
TC0400,Dover,220,0.327272727,0.059090909,0.25,0.227272727,0.136363636
RC0192,Dover Retail Core,75,0.493333333,0.066666667,0.16,0.173333333,0.106666667
TC0401,Downham Market,5,0,0,0.2,0.8,0
TC0402,Driffield,9,0.555555556,0.111111111,0,0.222222222,0.111111111
RC0193,Driffield Retail Core,8,0.625,0,0,0.25,0.125
TC0403,Droitwich,9,0.555555556,0.111111111,0.111111111,0.222222222,0
TC0404,Droylsden,58,0.25862069,0.086206897,0.172413793,0.362068966,0.120689655
TC0405,Dudley,260,0.338461538,0.088461538,0.184615385,0.334615385,0.053846154
RC0194,Dudley Retail Core,217,0.359447005,0.096774194,0.170506912,0.322580645,0.050691244
TC0406,Dunstable,222,0.351351351,0.063063063,0.189189189,0.333333333,0.063063063
RC0195,Dunstable Retail Core,186,0.370967742,0.064516129,0.177419355,0.333333333,0.053763441
TC0407,Durham,315,0.374603175,0.066666667,0.253968254,0.231746032,0.073015873
RC0196,Durham Retail Core,223,0.421524664,0.071748879,0.233183857,0.233183857,0.040358744
TC0408,Dursley,15,0.2,0.133333333,0,0.666666667,0
TC0409,Ealing,558,0.32437276,0.089605735,0.26702509,0.254480287,0.064516129
RC0197,Ealing Retail Core,207,0.420289855,0.086956522,0.183574879,0.270531401,0.038647343
TC0410,Earlestown,2,0,0.5,0,0.5,0
TC0411,Earlsdon,13,0.307692308,0.230769231,0.076923077,0.384615385,0
TC0412,Easingwold,6,0.166666667,0.166666667,0,0.666666667,0
TC0413,East Barnet,70,0.314285714,0.1,0.242857143,0.3,0.042857143
TC0414,East Dereham,156,0.435897436,0.076923077,0.205128205,0.269230769,0.012820513
RC0199,East Dereham Retail Core,109,0.52293578,0.064220183,0.19266055,0.220183486,0
TC0415,East Dulwich,95,0.284210526,0.168421053,0.284210526,0.231578947,0.031578947
TC0416,East Finchley,96,0.239583333,0.114583333,0.270833333,0.260416667,0.114583333
TC0417,East Grinstead,208,0.379807692,0.048076923,0.225961538,0.278846154,0.067307692
RC0200,East Grinstead Retail Core,112,0.410714286,0.0625,0.151785714,0.3125,0.0625
TC0418,East Ham,201,0.36318408,0.139303483,0.228855721,0.248756219,0.019900498
RC0201,East Ham Retail Core,85,0.552941176,0.129411765,0.117647059,0.176470588,0.023529412
TC0419,East Moseley,60,0.333333333,0.083333333,0.2,0.333333333,0.05
TC0420,East Retford,260,0.419230769,0.076923077,0.196153846,0.269230769,0.038461538
RC0203,East Retford Retail Core,176,0.4375,0.079545455,0.147727273,0.289772727,0.045454545
TC0421,East Sheen,195,0.420512821,0.071794872,0.169230769,0.235897436,0.102564103
TC0422,Eastbourne,535,0.424299065,0.082242991,0.235514019,0.244859813,0.013084112
RC0204,Eastbourne Retail Core,384,0.458333333,0.078125,0.200520833,0.244791667,0.018229167
TC0423,"Eastcote, Ruislip",127,0.291338583,0.102362205,0.228346457,0.31496063,0.062992126
TC0424,"Eastgate, Lincoln",66,0.454545455,0.106060606,0.257575758,0.166666667,0.015151515
TC0425,Eastleigh,207,0.376811594,0.077294686,0.193236715,0.299516908,0.053140097
RC0206,Eastleigh Retail Core,188,0.404255319,0.079787234,0.164893617,0.29787234,0.053191489
TC0426,Eastwood,20,0.3,0.15,0.05,0.45,0.05
TC0427,Ebbw Vale,4,0.5,0.25,0,0.25,0
TC0428,Eccles,61,0.278688525,0.147540984,0.147540984,0.278688525,0.147540984
TC0429,Eccleshall,2,0,0,0,1,0
TC0430,Edenbridge,3,0,0.666666667,0,0.333333333,0
TC0431,Edgeley,13,0.307692308,0.384615385,0.153846154,0.153846154,0
TC0432,Edgware,275,0.290909091,0.098181818,0.243636364,0.305454545,0.061818182
RC0208,Edgware Retail Core,86,0.372093023,0.081395349,0.197674419,0.313953488,0.034883721
TC0433,Egham,97,0.298969072,0.06185567,0.226804124,0.350515464,0.06185567
TC0436,Ellenbrook,76,0.789473684,0.065789474,0.118421053,0.026315789,0
TC0437,Ellesmere,6,0.333333333,0.166666667,0,0.5,0
TC0438,Ellesmere Port,61,0.442622951,0.114754098,0.114754098,0.295081967,0.032786885
RC0209,Ellesmere Port Retail Core,48,0.541666667,0.125,0.0625,0.229166667,0.041666667
TC0440,Eltham,166,0.379518072,0.090361446,0.198795181,0.240963855,0.090361446
RC0210,Eltham Retail Core,98,0.459183673,0.102040816,0.153061224,0.193877551,0.091836735
TC0441,Ely,86,0.488372093,0.081395349,0.23255814,0.197674419,0
RC0211,Ely Retail Core,64,0.5,0.0625,0.234375,0.203125,0
TC0442,Emsworth,7,0,0.142857143,0.142857143,0.714285714,0
TC0443,Enfield,223,0.434977578,0.067264574,0.143497758,0.32735426,0.02690583
RC0212,Enfield Retail Core,140,0.571428571,0.057142857,0.114285714,0.235714286,0.021428571
TC0445,Enfield Wash,62,0.209677419,0.129032258,0.322580645,0.322580645,0.016129032
TC0446,Epping,135,0.42962963,0.066666667,0.222222222,0.274074074,0.007407407
TC0447,Epsom,277,0.368231047,0.050541516,0.220216606,0.299638989,0.061371841
RC0213,Epsom Retail Core,174,0.442528736,0.040229885,0.218390805,0.25862069,0.040229885
TC0448,Epworth,4,0.25,0.25,0,0.5,0
TC0449,Erdington,74,0.418918919,0.135135135,0.067567568,0.337837838,0.040540541
RC0214,Erdington Retail Core,60,0.416666667,0.166666667,0.066666667,0.3,0.05
TC0450,Erith,48,0.395833333,0.104166667,0.229166667,0.229166667,0.041666667
TC0451,Esher,93,0.290322581,0.043010753,0.225806452,0.35483871,0.086021505
TC0452,Everton,32,0.25,0.3125,0.15625,0.25,0.03125
TC0453,Evesham,145,0.406896552,0.075862069,0.172413793,0.275862069,0.068965517
RC0216,Evesham Retail Core,122,0.43442623,0.073770492,0.139344262,0.278688525,0.073770492
TC0454,Ewell,6,0.166666667,0,0.166666667,0.666666667,0
TC0456,Exeter,569,0.479789104,0.054481547,0.210896309,0.23198594,0.0228471
RC0217,Exeter Retail Core,434,0.520737327,0.057603687,0.207373272,0.195852535,0.01843318
TC0457,Exeter St. Thomas,19,0.368421053,0.157894737,0.052631579,0.421052632,0
TC0458,Exmouth,242,0.384297521,0.061983471,0.239669421,0.29338843,0.020661157
RC0218,Exmouth Retail Core,167,0.413173653,0.083832335,0.19760479,0.281437126,0.023952096
TC0459,Fakenham,2,1,0,0,0,0
TC0461,Falmouth,242,0.429752066,0.074380165,0.276859504,0.194214876,0.024793388
RC0219,Falmouth Retail Core,92,0.47826087,0.065217391,0.206521739,0.217391304,0.032608696
TC0462,Fareham,266,0.390977444,0.063909774,0.184210526,0.308270677,0.052631579
RC0220,Fareham Retail Core,123,0.479674797,0.056910569,0.146341463,0.268292683,0.048780488
TC0463,Faringdon,7,0.285714286,0.285714286,0,0.428571429,0
TC0464,Farnborough,146,0.445205479,0.054794521,0.130136986,0.301369863,0.068493151
RC0221,Farnborough Retail Core,95,0.610526316,0.042105263,0.094736842,0.210526316,0.042105263
TC0465,"Farncombe Road, Worthing",1,1,0,0,0,0
TC0466,Farnham,239,0.456066946,0.058577406,0.167364017,0.263598326,0.054393305
TC0467,"Farnham Rd, Slough",12,0.416666667,0.25,0,0.25,0.083333333
RC0222,Farnham Retail Core,169,0.50887574,0.059171598,0.130177515,0.25443787,0.047337278
TC0468,Farnworth,24,0.458333333,0.291666667,0,0.25,0
RC0223,Farnworth Retail Core,14,0.428571429,0.357142857,0,0.214285714,0
RC0224,Farringdon Retail Core,76,0.315789474,0.065789474,0.407894737,0.118421053,0.092105263
TC0469,Faversham,31,0.290322581,0.161290323,0.129032258,0.387096774,0.032258065
RC0225,Faversham Retail Core,15,0.2,0.133333333,0.133333333,0.466666667,0.066666667
TC0470,Felixstowe,56,0.5,0.125,0.035714286,0.267857143,0.071428571
TC0472,Feltham,82,0.365853659,0.12195122,0.219512195,0.268292683,0.024390244
TC0473,Fenny Stratford,NA,NA,NA,NA,NA,NA
TC0474,Ferndown,7,0.285714286,0.142857143,0.142857143,0.428571429,0
RC0228,Ferndown Retail Core,6,0.333333333,0.166666667,0,0.5,0
TC0475,Filey,1,0,0,1,0,0
TC0476,Finchley,210,0.242857143,0.114285714,0.271428571,0.304761905,0.066666667
TC0477,"Finchley Road, Swiss Cottage",231,0.272727273,0.086580087,0.268398268,0.311688312,0.060606061
RC0229,"Finchley Road, Swiss Cottage Retail Core",80,0.2125,0.075,0.2875,0.375,0.05
TC0478,Finsbury Park,224,0.40625,0.120535714,0.263392857,0.183035714,0.026785714
TC0479,"Fishponds, Bristol",14,0.357142857,0.071428571,0.142857143,0.428571429,0
TC0480,Fleet,204,0.431372549,0.068627451,0.191176471,0.259803922,0.049019608
RC0230,Fleet Retail Core,108,0.444444444,0.083333333,0.12962963,0.296296296,0.046296296
TC0481,Fleetwood,14,0.5,0.071428571,0.142857143,0.285714286,0
TC0482,Flint,14,0.214285714,0.214285714,0.142857143,0.428571429,0
TC0483,Folkestone,295,0.393220339,0.057627119,0.203389831,0.244067797,0.101694915
RC0232,Folkestone Retail Core,215,0.409302326,0.055813953,0.176744186,0.265116279,0.093023256
TC0484,Fordingbridge,NA,NA,NA,NA,NA,NA
TC0485,Forest Gate,84,0.238095238,0.202380952,0.25,0.261904762,0.047619048
TC0486,Forest Hill,86,0.174418605,0.046511628,0.325581395,0.395348837,0.058139535
TC0487,Forest Row,1,0,1,0,0,0
TC0488,Formby,36,0.361111111,0.166666667,0.083333333,0.361111111,0.027777778
RC0233,Formby Retail Core,32,0.3125,0.15625,0.09375,0.40625,0.03125
TC0490,Framlingham,1,0,0,0,1,0
TC0491,Fratton,76,0.394736842,0.118421053,0.184210526,0.210526316,0.092105263
RC0235,Fratton Retail Core,51,0.37254902,0.078431373,0.254901961,0.156862745,0.137254902
TC0493,Frinton-on-Sea,NA,NA,NA,NA,NA,NA
TC0494,Frodsham,NA,NA,NA,NA,NA,NA
TC0495,Frome,10,0.6,0.2,0,0.2,0
RC0237,Frome Retail Core,10,0.6,0.2,0,0.2,0
TC0496,Fulham,330,0.321212121,0.06969697,0.206060606,0.266666667,0.136363636
RC0238,Fulham Retail Core,55,0.290909091,0.109090909,0.254545455,0.254545455,0.090909091
TC0497,Gainsborough,170,0.347058824,0.1,0.217647059,0.264705882,0.070588235
RC0239,Gainsborough Retail Core,110,0.309090909,0.118181818,0.227272727,0.272727273,0.072727273
TC0498,Gants Hill,109,0.201834862,0.064220183,0.266055046,0.302752294,0.165137615
TC0499,Garforth,16,0.375,0.125,0.0625,0.3125,0.125
RC0240,Garforth Retail Core,14,0.428571429,0.142857143,0.071428571,0.285714286,0.071428571
TC0500,Garstang,11,0.090909091,0.272727273,0,0.636363636,0
RC0241,Garstang Retail Core,6,0,0.166666667,0,0.833333333,0
TC0501,Garston,1,1,0,0,0,0
